Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
World,0.7323042549184371,0.751926399945396,0.7814104254348061,0.809991673150835,0.8377517412365039,0.8651423333507413,0.8847588556020274,0.9162532596691282,0.9544040073004376,1.0057530344322907,1.0318034875268667,1.0637741981725855,1.1081741083013719,1.1030289578677521,1.0948618655341285,1.140346274035079,1.1620787047863481,1.1766510803668269,1.20997798867492,1.1880866689032996,1.1619725524184508,1.1463696254729876,1.149690263901042,1.177480133502939,1.1888124642479536,1.2064263080750226,1.2357721025388153,1.2705380946562037,1.2853382834553995,1.2868481770718676,1.2919989193107584,1.2806916531233488,1.2827943216081241,1.2914351218457827,1.3195970901808614,1.330368409137242,1.3459129009437412,1.3433558411092394,1.3445753733621046,1.3755248540810565,1.382339309001635,1.3980120146604267,1.4517415729928156,1.498215483370451,1.544640760012601,1.5815335484049584,1.6197671229059594,1.614960782706069,1.5928210034998656,1.6705608987210048,1.6939689314466497,1.693549716972174,1.7032334153714166,1.6951631579492759,1.687821785739679,1.6853104143602848
